frame,xpx,ypx,xcm,ycm
407,981,434,1.7272727272727273,-0.27777777777777857
408,979,435,1.5454545454545454,-0.37037037037037024
409,973,438,1.0,-0.6481481481481488
410,966,441,0.36036036036036034,-0.9259259259259256
411,965,443,0.2702702702702703,-1.1111111111111107
412,961,445,0,-1.284403669724771
413,950,446,-0.695652173913043,-1.2962962962962958
414,938,446,-1.7391304347826093,-1.2037037037037042
415,935,444,-2.0,-1.018518518518519
416,937,440,-1.8103448275862064,-0.6481481481481488
417,942,435,-1.3793103448275854,-0.27777777777777857
418,948,431,-0.862068965517242,0
419,953,430,-0.431034482758621,0
420,957,427,-0.0862068965517242,0
421,956,424,-0.08695652173913082,0.30303030303030304
422,955,422,-0.17391304347826164,0.5050505050505051
423,955,421,-0.17391304347826164,0.6060606060606061
424,957,419,0,0.8080808080808081
425,962,417,0.09090909090909091,1.0101010101010102
426,964,416,0.2727272727272727,1.1111111111111112
427,964,414,0.2727272727272727,1.3131313131313131
428,965,412,0.36363636363636365,1.5151515151515151
429,970,410,0.8181818181818182,1.7171717171717171
430,981,407,1.9090909090909092,2.0
431,997,404,3.3636363636363638,2.2222222222222223
432,1015,402,5.0,2.4
433,1028,401,6.181818181818182,2.5
434,1036,399,6.909090909090909,2.6262626262626263
435,1039,398,7.181818181818182,2.727272727272727
436,1044,396,7.636363636363637,2.9
437,1054,393,8.545454545454545,3.2
438,1070,390,10,3.5
439,1094,387,11.858407079646017,3.7
440,1118,384,14.017857142857142,3.9603960396039604
441,1140,382,15.982142857142858,4.0594059405940595
442,1154,380,17.232142857142858,4.257425742574258
443,1155,379,17.32142857142857,4.356435643564357
444,1146,378,16.517857142857142,4.455445544554456
445,1137,377,15.714285714285715,4.554455445544554
446,1129,377,15.0,4.6
447,1122,377,14.375,4.653465346534653
448,1117,379,13.928571428571429,4.455445544554456
449,1116,379,13.839285714285715,4.455445544554456
450,1115,379,13.75,4.455445544554456
451,1111,381,13.392857142857142,4.257425742574258
452,1107,381,13.035714285714285,4.257425742574258
453,1102,382,12.589285714285715,4.2
454,1099,382,12.321428571428571,4.2
455,1089,383,11.428571428571429,4.1
456,1077,384,10.357142857142858,4.0594059405940595
457,1064,385,9.545454545454545,4.0
458,1053,386,8.545454545454545,3.9
459,1039,388,7.2727272727272725,3.7373737373737375
460,1022,391,5.6880733944954125,3.5
461,1010,394,4.545454545454546,3.2
462,1008,396,4.363636363636363,3.0
463,1013,397,4.818181818181818,2.9
464,1019,399,5.363636363636363,2.7
465,1023,399,5.7272727272727275,2.7
466,1022,400,5.636363636363637,2.6
467,1019,402,5.363636363636363,2.4
468,1014,404,4.909090909090909,2.2
469,1006,404,4.181818181818182,2.2222222222222223
470,994,403,3.090909090909091,2.323232323232323
471,982,404,2.0,2.3
472,974,405,1.2727272727272727,2.2222222222222223
473,971,406,1.0,2.121212121212121
474,972,407,1.0909090909090908,2.0202020202020203
475,970,407,0.9090909090909091,2.0202020202020203
476,968,407,0.7272727272727273,2.0202020202020203
477,970,405,0.9090909090909091,2.2222222222222223
478,973,404,1.1818181818181819,2.323232323232323
479,973,404,1.1818181818181819,2.323232323232323
480,976,404,1.4545454545454546,2.3
481,980,404,1.8181818181818181,2.3
482,978,404,1.6363636363636365,2.3
483,974,405,1.2727272727272727,2.2222222222222223
484,972,406,1.0909090909090908,2.121212121212121
485,972,406,1.0909090909090908,2.121212121212121
486,967,406,0.6363636363636364,2.121212121212121
487,961,407,0.09090909090909091,2.0202020202020203
488,957,407,0,2.0202020202020203
489,954,408,-0.2586206896551726,2.0
490,951,408,-0.5172413793103452,2.0
491,946,408,-0.9482758620689662,2.0202020202020203
492,940,409,-1.4655172413793096,2.0
493,937,409,-1.7241379310344822,2.0
494,935,410,-1.8965517241379306,1.9
495,931,410,-2.2413793103448274,1.9191919191919191
496,926,411,-2.6724137931034484,1.8181818181818181
497,923,411,-2.931034482758621,1.9
498,923,412,-2.931034482758621,1.8
499,921,412,-3.1034482758620694,1.8
500,921,412,-3.1034482758620694,1.8
501,921,412,-3.1034482758620694,1.8
502,921,413,-3.1034482758620694,1.7
503,922,413,-3.017241379310345,1.7
504,926,413,-2.6724137931034484,1.6161616161616161
505,929,413,-2.413793103448276,1.6161616161616161
506,932,413,-2.155172413793103,1.6161616161616161
507,937,413,-1.7241379310344822,1.6
508,943,412,-1.2068965517241388,1.6161616161616161
509,947,412,-0.862068965517242,1.6161616161616161
510,951,411,-0.5172413793103452,1.7
511,956,411,-0.0862068965517242,1.6161616161616161
512,960,410,0,1.7171717171717171
513,963,409,0.18181818181818182,1.8181818181818181
514,964,409,0.2727272727272727,1.8181818181818181
515,966,408,0.45454545454545453,1.9191919191919191
516,971,406,1.0,2.121212121212121
517,975,405,1.3636363636363635,2.2222222222222223
518,977,405,1.5454545454545454,2.2
519,978,405,1.6363636363636365,2.2
520,980,404,1.8181818181818181,2.3
521,983,404,2.090909090909091,2.3
522,984,404,2.1818181818181817,2.3
523,986,403,2.3636363636363638,2.323232323232323
524,989,403,2.6363636363636362,2.323232323232323
525,993,402,3.0,2.4242424242424243
526,997,401,3.3636363636363638,2.525252525252525
527,998,402,3.4545454545454546,2.4242424242424243
528,1000,401,3.6363636363636362,2.525252525252525
529,1002,401,3.8181818181818183,2.525252525252525
530,1005,401,4.090909090909091,2.525252525252525
531,1009,400,4.454545454545454,2.6
532,1010,400,4.545454545454546,2.6
533,1012,400,4.7272727272727275,2.6
534,1017,399,5.181818181818182,2.7
535,1021,399,5.545454545454546,2.7
536,1024,398,5.818181818181818,2.8
537,1027,398,6.090909090909091,2.8
538,1029,398,6.2727272727272725,2.8
539,1032,397,6.545454545454546,2.9
540,1032,397,6.545454545454546,2.9
541,1033,397,6.636363636363637,2.9
542,1037,396,7.0,2.9292929292929295
543,1040,396,7.2727272727272725,2.9
544,1038,396,7.090909090909091,2.9292929292929295
545,1036,396,6.909090909090909,2.9292929292929295
546,1036,396,6.909090909090909,2.9292929292929295
547,1036,396,6.909090909090909,2.9292929292929295
548,1036,395,6.909090909090909,3.0303030303030303
549,1038,395,7.090909090909091,3.0303030303030303
550,1040,395,7.2727272727272725,3.0
551,1040,395,7.2727272727272725,3.0
552,1038,395,7.090909090909091,3.0303030303030303
553,1039,395,7.181818181818182,3.0303030303030303
554,1043,395,7.545454545454546,3.0
555,1046,394,7.818181818181818,3.1
556,1046,394,7.818181818181818,3.1
557,1045,395,7.7272727272727275,3.0
558,1046,394,7.818181818181818,3.1
559,1048,394,8.0,3.1
560,1048,394,8.0,3.1
561,1046,394,7.818181818181818,3.1
562,1044,394,7.636363636363637,3.1
563,1040,394,7.2727272727272725,3.1
564,1035,395,6.818181818181818,3.0303030303030303
565,1029,395,6.2727272727272725,3.1
566,1022,396,5.636363636363637,3.0
567,1012,397,4.7272727272727275,2.9
568,1004,397,4.0,2.9292929292929295
569,994,399,3.090909090909091,2.727272727272727
570,988,399,2.5454545454545454,2.727272727272727
571,984,400,2.1818181818181817,2.7
572,980,400,1.8181818181818181,2.7
573,976,401,1.4545454545454546,2.6
574,973,401,1.1818181818181819,2.6262626262626263
575,970,402,0.9090909090909091,2.525252525252525
576,969,402,0.8181818181818182,2.525252525252525
577,969,402,0.8181818181818182,2.525252525252525
578,969,402,0.8181818181818182,2.525252525252525
579,970,402,0.9090909090909091,2.525252525252525
580,972,402,1.0909090909090908,2.525252525252525
581,973,402,1.1818181818181819,2.525252525252525
582,974,401,1.2727272727272727,2.6262626262626263
583,977,401,1.5454545454545454,2.6
584,980,401,1.8181818181818181,2.6
585,982,400,2.0,2.7
586,986,400,2.3636363636363638,2.6262626262626263
587,987,400,2.4545454545454546,2.6262626262626263
588,989,399,2.6363636363636362,2.727272727272727
589,991,399,2.8181818181818183,2.727272727272727
590,993,399,3.0,2.727272727272727
591,994,398,3.090909090909091,2.8282828282828283
592,994,399,3.090909090909091,2.727272727272727
593,994,399,3.090909090909091,2.727272727272727
594,995,399,3.1818181818181817,2.727272727272727
